#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
1,"Kun Suomi Putos Puusta","Ismo Alanko",29,105,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kun Suomi Putos Puusta",1990-01-01,04:21,43,34,74,0,39,0,30,-17,E minor,4,2025-08-30,33ezwwAummI5vN1hFABJ7h,"POKO",9A,FIUNS9000101
2,"Ikuinen vappu","JVG",45,121,"finnish hip hop, finnish pop, iskelmä","Hip Hop, Pop, Traditional Music","RATA/RAITTI",2019-06-14,03:07,67,77,6,0,71,0,10,-5,G minor,4,2025-08-30,4ycKgmGOtvuJZVPyvBpVVU,"WM Finland",6A,FIWMA1900030
3,"Samaa taivasta katsotaan","Portion Boys",37,165,"finnish pop, iskelmä, finnish hip hop, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Samaa taivasta katsotaan",2023-01-19,03:03,52,94,3,0,42,10,20,-6,C♯/D♭,4,2025-08-30,6ISLBKxChtxZ5Ws6nO6Cbi,"Sony Music Entertainment Finland",3B,FIMFY2300001
4,"Rahan takii","Antti Tuisku",37,124,"finnish pop, iskelmä","Pop, Traditional Music","Anatude",2017-09-15,03:27,75,78,1,0,82,0,20,-4,G minor,4,2025-08-30,1NB2U3ix3mCQ3LLojIt1P7,"WM Finland",6A,FIWMA1700026
5,"Älä droppaa mun tunnelmaa","Vesala",37,105,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Vesala",2016-06-17,03:23,74,61,65,0,83,10,10,-5,D#/E♭,4,2025-08-30,1aty40lOztXmjuKi1XO81m,"WM Finland",5B,FIWMA1600125
6,"Paha, paha asia","Apulanta",22,97,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kolme",1997-00-00,02:37,40,87,0,4,61,0,10,-13,C♯/D♭,4,2025-08-30,5EETpzfYR1u3XOPxIHV3sR,"Levy-yhtiö Oy",3B,FIATN9700050
7,"Anna mulle piiskaa","Apulanta",37,117,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kolme",1997-00-00,03:15,39,78,0,0,37,0,10,-10,A minor,4,2025-08-30,4hr9ytfYWSLHq9Ivt0xAlL,"Levy-yhtiö Oy",8A,FIATN9700060
8,"Bäng Bäng typerä sydän (feat. eetu)","Ellinoora, eetu",35,120,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Bäng Bäng typerä sydän (feat. eetu)",2018-06-01,04:04,65,54,33,0,41,0,20,-10,C minor,4,2025-08-30,5g4KyDNIMfAVhrMh3zJGRH,"WM Finland",5A,FIWMA1800210
9,"Mökkitie","Arttu Wiskari",45,128,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Arttu Wiskari",2011-06-07,03:09,63,40,61,0,32,0,20,-8,F,4,2025-08-30,6jN8PJP4SYnnz4BT8dn127,"WM Finland",7B,FIWMA1000734
10,"Itkisitkö onnesta?","Leevi and the leavings",43,132,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Rakkauden planeetta",1995-01-01,04:43,76,64,8,0,86,0,40,-9,E,4,2025-08-30,0ZR4vIQTcbubzYPqV1ODqD,"Johanna Kustannus Oy",12B,FIJKA9500150
11,"Doris - 2003 Digital Remaster","J. Karjalainen & Mustat Lasit",40,199,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Doris",1985-00-00,03:31,32,65,13,0,36,0,20,-8,A minor,4,2025-08-30,2nhdnaKozd5RGZc0TJCtmM,"POKO",8A,FIUNP0300171
12,"Kun Kuuntelen Tomppaa","Paula Koivuniemi",39,130,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Kuuntelen Tomppaa",1999-03-01,04:04,65,67,7,0,55,0,0,-6,F#/G♭ minor,4,2025-08-30,22HyFF0Nr59Qa8ckdBQb5g,"RCA Records Label",11A,FIBAR9900004
13,"Heilutaan","Tiktak",43,160,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Ympyrää",2003-01-01,03:24,59,86,1,0,82,0,0,-6,F,4,2025-08-30,0gKbjJEZWuOpap7zdy2I7f,"Universal Music Oy",7B,FIPFP0300125
14,"Mikä kesä?","Valvomo",32,120,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Mikä kesä? / Single",2006-01-01,03:33,84,79,12,0,97,0,20,-6,A#/B♭,4,2025-08-30,5YPAzeuFqsK3w0MMZotPKl,"Universal Music Oy",6B,FIUM70600084
15,"Kesäyö","Pariisin Kevät",47,98,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kaikki on satua",2012-02-20,03:57,46,78,1,4,53,0,0,-8,A minor,4,2025-08-30,4Q7NePRrh6S0WzKMz8CbCA,"Columbia",8A,FIBAR1100406
16,"Sata salamaa","Virve Rosti",37,134,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Sata salamaa",1987-00-00,03:04,64,79,27,0,77,0,30,-8,G,4,2025-08-30,25ALNBmSr1dT3z1sNSLqIu,"WM Finland",9B,FIFLF8700800
17,"Poika saunoo","Poju",43,120,"finnish pop, iskelmä, finnish hip hop, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Panokset kovenee",2011-00-00,02:52,66,99,12,0,96,0,0,-4,F#/G♭ minor,4,2025-08-30,203wlY7jCBMZq5h4DOIDRL,"WM Finland",11A,FIARA1100035
18,"Nössö","Petri Nygård, Vesku Jokinen",37,110,"finnish hip hop, finnish pop, iskelmä, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Nössö",2017-11-07,03:26,88,81,8,0,70,0,10,-4,C,4,2025-08-30,0gySKxqIOHTVD3YObTsJug,"Universal Music Oy",8B,FIUM71700491
19,"Juodaan viinaa","Hector",39,105,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Yhtenä iltana",1990-00-00,03:25,61,67,67,0,86,0,60,-7,G,4,2025-08-30,3NjrRdBFteFA4G9u6vgOwB,"WEA",9B,FIFLF9000100
20,"Valokuvia","Mamba",45,115,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","20 Suosikkia / Mitä yhdestä särkyneestä sydämestä",1994-08-08,04:16,55,74,6,0,69,0,20,-6,E minor,4,2025-08-30,2zxuFXbIvsH7v9zVyEA43D,"WM Finland",9A,FIFMF9400190
21,"Juna kulkee - Il Treno Va","Kari Tapio",39,130,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Juna kulkee",2003-00-00,03:45,62,87,12,0,74,0,30,-6,C minor,4,2025-08-30,3Ah3zFFDu7jkrqXxPehFA2,"WM Finland",5A,FIARA0300028
22,"Tulvii Pohjanmaa","Janne Tulkki",40,117,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Janne Tulkki",1999-02-12,03:15,64,48,6,0,37,0,10,-7,F minor,4,2025-08-30,4QhaxhUmlysqgkArWID0pP,"Bluebird (Finland)",4A,FIBAR9900033
23,"Asfalttiviidakko","Anne Mattila",39,120,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Anne Mattila",2002-04-18,03:15,70,74,19,0,45,0,10,-7,A minor,4,2025-08-30,37azAJKE5UT79amuLveJv3,"Bluebird (Finland)",8A,FIBAR0100148
24,"Mä putoan","Yölintu",36,160,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Hetkiin menneisiin",2009-10-30,03:21,57,53,40,0,66,0,20,-9,E minor,3,2025-08-30,6sUYSDiiLOP5rRc2Fv91To,"WM Finland",9A,FIWMA0500036
25,"Perutaan häät","Anne Mattila",37,166,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Perutaan häät",2005-00-00,03:40,57,82,66,0,67,0,0,-5,A,4,2025-08-30,5Z70JheoCtnrpocrVnJmot,"Bluebird (Finland)",11B,FIBAR0500076
26,"Ei yksinäinen unta saa","Neon 2",36,70,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Viides vuodenaika",1996-02-19,04:07,48,39,43,1,26,0,0,-10,G#/A♭,4,2025-08-30,2WQbOyX3igAahGzWysio7g,"Columbia",4B,FISMC9500135
27,"Kun katsoit minuun","Anna Eriksson",39,176,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Kun katsoit minuun",2001-01-01,03:31,31,56,44,0,19,0,10,-7,E minor,4,2025-08-30,7255ICxJBr8cvLVeEU3OOx,"Universal Music Oy",9A,FIPFP0100096
28,"Tahdon olla sulle hellä","Armi ja Danny",36,129,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Tahdon olla sulle hellä",1977-00-00,03:34,65,58,50,0,87,0,30,-11,E minor,4,2025-08-30,7w9NEEQ6XZOszhzL5Q7qDw,"WM Finland",9A,FIFSC7700400
29,"Katson autiota hiekkarantaa","Katri Helena",38,107,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Katson sineen taivaan",1979-00-00,03:46,65,60,49,0,72,0,10,-9,C,4,2025-08-30,3T8FmUs9YyOsd9fn28eDo3,"WM Finland",8B,FIFSC7900400
30,"Kolmekymppinen","Frederik",37,203,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Kolmekymppinen",1980-00-00,03:00,44,75,30,0,94,0,50,-8,E minor,4,2025-08-30,3v4x9Hf96yLtEYctU9wXgO,"WM Finland",9A,FIFMF8000012
31,"Kuurankukka","Joel Hallikainen",38,87,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Joel Hallikainen",1992-00-00,03:01,57,44,72,0,71,0,0,-11,A#/B♭,3,2025-08-30,3ZUrgr2gflglu0VQ8biBJW,"WM Finland",6B,FIFMF9201101
32,"Valon pisaroita","Tuure Kilpeläinen ja Kaihon Karavaani",43,101,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Valon pisaroita",2010-03-30,03:16,61,66,36,0,63,0,20,-6,C minor,4,2025-08-31,6T3s7ampukGovU7qXcrgUM,"WM Finland",5A,FIWMA1000011
33,"Peggy","Samuli Edelmann",38,96,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Pienestä Kii",1991-12-04,03:36,78,48,40,0,94,0,20,-14,A minor,4,2025-08-31,55kwHA4qdGx6xyuWkwcI3f,"RCA Camden",8A,FIFMF9100150
34,"Mitä yhdestä särkyneestä sydämestä","Mamba",37,88,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Mamba",1985-00-00,03:02,58,71,3,0,57,0,10,-5,C,4,2025-08-31,7Gu80eKs9Gzxs9yTwtjZqX,"WM Finland",8B,FIFMF8400044
35,"Piha ilman sadettajaa","Zen Cafe",45,95,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Jättiläinen",2003-09-22,04:22,68,71,4,0,64,0,10,-7,C minor,4,2025-08-31,56GoBnU8VlEQxD7CX86NHA,"WEA",5A,FIWMA0300363
36,"Sinä ansaitset kultaa","Jari Sillanpää",38,144,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Rakkaudella merkitty mies",2014-09-26,03:52,58,69,36,0,25,0,10,-6,F minor,4,2025-08-31,2xHdiCxtPYgyaEc6ZWfq74,"WM Finland",4A,FIWMA1400189
37,"Ingalsin Laura","Maija Vilkkumaa",36,152,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Meikit, ketjut ja vyöt",2001-00-00,03:19,43,83,0,0,70,0,20,-5,E minor,4,2025-08-31,3N5i2RnZyjx9PYQhkl5tR0,"WM Finland",9A,FIWMA0100085
38,"Kuka Pysäyttäisi Kellot","Suurlähettiläät",34,97,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Parhaat Palat Vuosilta 1991-2004",2004-01-01,04:12,64,79,20,0,65,0,20,-6,A,4,2025-08-31,2jOMfxdEatzSdlAilqHxbF,"CAPITOL",11B,FIART9500015
39,"Äiti pojastaan pappia toivoi","Kolmas Nainen",42,95,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Hikiset siivut",1989-00-00,03:06,52,47,4,0,29,0,30,-7,A#/B♭,4,2025-08-31,1ZToIaGVGw8C4jRxy1mh8c,"Universal Music Oy",6B,FIPST8800103
40,"Nummela","Anssi Kela",33,89,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Nummela",2001-08-31,05:29,65,64,2,0,80,0,0,-9,D,4,2025-08-31,39npZtE8o2QITWLdPu1Xej,"RCA Records Label",10B,FIBAR0100041
41,"Joutsenet","PMMP",46,81,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kuulkaas Enot!",2003-09-05,04:10,59,47,3,33,38,0,0,-6,D,4,2025-08-31,0B6W9Dztl02TtvTYIhbcOs,"RCA Records Label",10B,FIBAR0300193
42,"Sankaritar","Tiktak",39,128,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Myrskyn edellä",2005-01-01,03:39,56,94,0,0,77,0,30,-5,C,4,2025-08-31,0S8YOd6m4yL2JRkV2SXaAL,"Universal Music Oy",8B,FIUM70500051
43,"Levoton Prinssi","Petri Munck",27,138,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Petri Munck",2003-09-11,03:56,60,70,17,0,38,0,0,-5,C♯/D♭ minor,4,2025-08-31,1XJdLGHM052ViOAtHXwOvk,"Epic",12A,FISME0300022
44,"Aamun Kuiskaus","Stella",48,126,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Kuuntelija",2004-04-22,03:55,52,84,3,0,41,0,0,-4,D minor,4,2025-08-31,4WqsrF7TJMNcXpALt6amw6,"Epic",7A,FISME0400005
45,"Sinä Lähdit Pois","Ultra Bra",26,152,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Sinä Päivänä Kun Synnyin",2001-01-01,02:41,57,74,11,0,64,0,20,-7,A minor,4,2025-08-31,4I4nbLWooJIjAnkmWx2sWU,"Johanna Kustannus Oy",8A,FIJKA9700162
46,"Sydämeni osuman sai","Siiri Nordin",42,104,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Musiikkia elokuvasta Helmiä ja sikoja",2003-01-01,03:47,56,68,20,0,28,0,10,-6,A,4,2025-08-31,7BCaKvM6XHyurGQRDJXbdb,"Universal Music Oy",11B,FIPFP0300092
47,"Tytöt ovat kauniita","Yölintu",45,107,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","(MM) Mahdunko maailmaas - Kaikki parhaat",2003-06-30,03:24,69,76,67,0,85,0,10,-8,C minor,4,2025-08-31,3fe33KzeR4WRgAQLAYmVr2,"WEA",5A,FIWMA0300258
48,"Peltirumpu","Sielun Veljet",40,131,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","L'Amourha",1985-00-00,03:51,47,84,0,0,28,0,0,-3,B,4,2025-08-31,1d5S7ZeCOyiYLQi26spYkD,"POKO",1B,FIUNP8500701
49,"Valonkantaja","Tehosekoitin",41,124,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Freak Out",1999-00-00,04:40,59,80,0,69,59,0,10,-6,A minor,4,2025-08-31,5OX0tB9eqz65vnoBsZENTn,"Levy-yhtiö Oy",8A,FIATN9900026
50,"Armo","Apulanta",46,74,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Kiila",2005-03-16,04:20,39,75,0,0,39,0,10,-5,G#/A♭ minor,4,2025-08-31,0Mzy06kcP4PlpGD3P74OWg,"Levy-yhtiö Oy",1A,FIATN0500018
51,"Pienen pojan elämää","Klamydia",47,102,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Tyhmyyden ylistys",2005-08-31,03:21,47,92,0,0,73,0,20,-3,F#/G♭ minor,4,2025-08-31,2aeYWVOL3kCqDHp6vq2Mne,"Usvaputki Oy",11A,FIKRA0500031
52,"Juppihippipunkkari","Neljä Ruusua",44,110,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Haloo",1992-01-01,03:19,57,86,0,0,60,0,30,-10,C♯/D♭ minor,4,2025-08-31,6a8aig0BQiwfnNaw6C5A6a,"Parlophone",12A,FIEFP9200029
53,"Tunteisiin","Anna Hanski",16,81,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Minä Tahdon Sinut",1999-12-04,03:54,68,77,16,0,67,0,40,-8,B minor,4,2025-08-31,0Vo2bLAt7pDefSMvr9ysHq,"RCA Records Label",10A,FIBAR9900165
54,"Marilyn","Juice Leskinen, Coïtus Int.",35,179,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Juice Leskinen & Coitus Int",1973-00-00,02:38,50,72,57,0,85,10,30,-7,C,4,2025-08-31,7teMwabPGrZwzqCEfdxVYx,"Siboney Oy",8B,FISBA7400801
55,"Ukkonen","Maj Karma",40,130,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Ukkonen",2006-01-01,03:23,58,81,0,0,74,0,70,-6,D#/E♭ minor,4,2025-08-31,57Ekb4nAdSEiw9z6Uzldaj,"Johanna Kustannus Oy",2A,FIJKA0600032
56,"Oikeesti","Finlanders",35,136,"iskelmä, finnish pop, cha cha cha, finnish rock","Latin, Pop, Rock, Traditional Music","Seikkailija",2005-00-00,04:14,64,36,81,0,26,0,10,-8,G,4,2025-08-31,6YCOTzjJbGhoSaigqBdM6n,"Finlanders Productions Oy",9B,FIFPA0500005
57,"Sata kesää, tuhat yötä - Boogie Woogie Dancing Shoes","Paula Koivuniemi",37,133,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Sata kesää, tuhat yötä",1981-00-00,04:05,66,82,34,0,76,0,10,-10,C minor,4,2025-08-31,6ZIcuMITj20iJdjPIwULQP,"WM Finland",5A,FIFMF8100008
58,"Mombasa","Taiska",36,136,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Mombasa",1977-00-00,04:07,52,48,50,2,30,0,20,-9,C,4,2025-08-31,79h6NCK6npe7B0uc1P7Qoy,"WM Finland",8B,FIFMF7600026
59,"Elän Vain Kerran","Neljä Ruusua",37,141,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Karelia Express",2004-01-01,03:27,51,85,0,0,65,0,10,-7,A#/B♭ minor,4,2025-08-31,4V92JSBe0TJoLARsGSCp8c,"Parlophone",3A,FIEFP0400001
60,"Mä annan sut pois","Laura Närhi",34,122,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Suuri sydän",2010-07-19,05:22,44,34,67,0,19,0,10,-9,C minor,4,2025-08-31,4gWApF6eHuGkRpliThlWL1,"WM Finland",5A,FIWMA1000468
61,"Tuulilasin nurkkaan","Teleks",40,85,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Taivas on täynnä",2006-09-04,03:54,46,50,32,0,35,0,0,-7,A minor,3,2025-08-31,2SXoKxfdPHwB4wJDlUiW7q,"WEA",8A,FIWMA0600331
62,"Surun pyyhit silmistäni","Kirka",40,81,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Surun Pyyhit Silmistäni",1998-10-08,03:21,62,51,18,0,97,0,0,-12,E minor,4,2025-08-31,5uheTR30TlwwbfMvb5gS9d,"RCA Camden",9A,FIFLF8800500
63,"Aikuinen nainen - Maledetta Primavera","Paula Koivuniemi",29,132,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Luotan sydämen ääneen",1982-00-00,04:04,50,48,49,0,35,0,20,-8,F#/G♭,3,2025-08-31,56quPDLSVVir6FOlw8w3K6,"WM Finland",2B,FIFMF8200015
64,"Juokse villi lapsi","Pelle Miljoona Oy",32,195,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Moottoritie on kuuma (Remastered)",1980-00-00,04:34,26,89,2,0,68,20,20,-8,G,4,2025-08-31,2ecTg0AJIyXnJ4NonFRHdr,"Universal Music Oy",9B,FILKA8000337
65,"Tulkoon rakkaus","Miljoonasade",12,110,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Poikapainia & digitaalidaameja",1996-00-00,03:23,59,79,1,0,30,0,50,-5,F,4,2025-08-31,08uPRdyKtqC7jZFaidj9ta,"WEA",7B,FIFMF9600014
66,"Etsit Muijaa Seuraavaa","Gimmel",31,125,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Lentoon",2002-11-25,03:33,60,77,1,0,63,0,20,-5,A,4,2025-08-31,5ZnxGXgVnjsjduuqvGaPA0,"RCA Records Label",11B,FIBAR0200330
67,"Suolaista Sadetta","Eppu Normaali",48,127,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Sadan Vuoden Päästäkin",2004-10-29,05:29,65,77,1,0,58,0,40,-8,C,4,2025-08-31,0xDrDzFk6oZYfE8iwf0gIt,"POKO",8B,FIUNP0400024
68,"Sata vuotta","Herra Ylppö, Ihmiset",37,148,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Sata vuotta",2008-01-31,03:49,52,81,0,1,86,0,10,-6,D#/E♭ minor,4,2025-08-31,45c0RynQkzioe8pUyfjSmX,"Columbia",2A,FIBAR0700611
69,"Ihmisten edessä","Jenni Vartiainen",52,123,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Ihmisten edessä",2007-09-05,03:32,68,80,2,0,72,0,10,-5,C♯/D♭ minor,4,2025-08-31,78jY6qGQtZAM7E5W7APoNg,"WEA",12A,FIWMA0700750
70,"Pauhaava sydän","Lauri Tähkä & Elonkerjuu",40,143,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Tuhannen riemua",2007-01-01,03:22,60,89,9,0,92,0,20,-5,G#/A♭ minor,4,2025-08-31,24gMfRzOzBRiBjYmtsq8Qw,"Universal Music Oy",1A,FIUM70700447
71,"Polte","Lauri Tähkä",41,93,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Polte",2011-01-01,03:39,56,61,27,0,54,0,20,-7,A minor,4,2025-08-31,6HFPWUfdBmYxKCLDIvQmHi,"Universal Music Oy",8A,FIUM71101076
72,"Lihaa Ja Perunaa","Popeda",39,156,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Haista Popeda!",2017-03-17,03:25,49,85,1,0,71,0,10,-4,F#/G♭ minor,4,2025-08-31,6pstdjNL2P9I3XaWHL6EwR,"Universal Music Oy",11A,FIUM71700041
73,"Hölmö rakkaus","Scandinavian Music Group",40,141,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Hölmö rakkaus ylpeä sydän",2006-02-23,03:33,50,87,9,0,69,0,10,-4,F#/G♭ minor,4,2025-08-31,23xxp6UF8EJDuvNevXpo7y,"RCA Records Label",11A,FIBAR0500272
74,"Älä mee","Ressu Redford, Jussi Rainio",23,132,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Klassikot",2010-10-25,04:01,53,55,20,0,37,0,0,-6,D,4,2025-08-31,0mcW4Ljc74hnAbf5ia46Xh,"Columbia",10B,FIBAR1000417
75,"Kuolevainen","Johanna Kurkela",0,122,"finnish pop, iskelmä, symphonic metal, finnish rock","Pop, Rock, Traditional Music, Metal","Ingrid",2015-09-11,04:02,66,43,14,0,26,0,30,-8,C♯/D♭,4,2025-08-31,6DIUmmgvPaAsvsuRBlAH28,"Universal Music Oy",3B,FIK3E1500162
76,"Lokin päällä lokki","Apulanta",39,114,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Make Nu Metal Great Again",2019-06-07,04:25,70,83,9,0,35,0,20,-7,E,4,2025-08-31,4Sk3IcLo2nDenuBs8JBWBg,"Apulanta",12B,FIAPU1900001
77,"Enkelin silmin","Arja Koriseva",33,126,"iskelmä, finnish pop, tango","Pop, Traditional Music, Latin","Me kaksi vain",1991-00-00,03:01,63,54,48,0,28,0,0,-9,B minor,4,2025-08-31,32vnudaVQ5GDGeVN1eDNZn,"WM Finland",10A,FIFMF9100058
78,"Makeaa myrkkyä","Puolikuu",41,81,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Vanha, uusi, lainattu & sininen",1998-01-01,04:28,56,98,3,0,80,0,30,-8,B,4,2025-08-31,2tXBpHz7uJwp4wCZSlUEiy,"Universal Music Oy",1B,FIFLF9200001
79,"Näin Kulutan Aikaa","Eppu Normaali",34,121,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Repullinen Hittejä",1996-00-00,04:43,63,75,1,0,51,0,0,-11,C,4,2025-08-31,5WIKQ48C6IEctu56xwZhxf,"POKO",8B,FIUNP8800402
80,"Minä olen, sinä olet","Juha Tapio",22,145,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Loistava kokoelma",2016-06-24,03:07,48,87,1,0,60,0,10,-5,C minor,4,2025-08-31,0BIegNvghePKGvXyyx5stp,"WM Finland",5A,FIWMA0800844
81,"Kuusi kuuta ja saturnuksen renkaat","Ressu Redford",44,106,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Taas aurinko nousee",1993-00-00,03:57,64,88,20,0,72,0,10,-4,G minor,4,2025-08-31,6KWMicWvul1FrmJTd3UcUO,"WM Finland",6A,FIFMF9301401
82,"Kaikkea hyvää","Simo Silmu",37,80,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Simo Silmu",2004-06-14,03:45,58,47,27,1,27,0,10,-9,D#/E♭,4,2025-08-31,4BhqBHXJOji6IoyLPTmYFD,"WEA",5B,FIWMA0400420
83,"Pure mua","Meiju Suvas",35,104,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Pure mua",1992-00-00,04:38,71,73,14,0,59,0,20,-10,C♯/D♭ minor,4,2025-08-31,7HW1e4PWq7PLXl4vDBltC7,"WM Finland",12A,FIFMF9100500
84,"Kukka","Uniklubi",38,130,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Syvään valoon",2009-02-26,04:21,59,54,56,0,50,0,10,-8,F,4,2025-08-31,3vdZPeBd7obingtyadIPQD,"Columbia",7B,FIBAR0900008
85,"Ludwig van Beethoven","Sig",23,139,"finnish rock, iskelmä, finnish pop","Pop, Rock, Traditional Music","Unelmia",1984-09-01,03:38,53,69,7,0,75,0,30,-8,C,4,2025-08-31,7kNKXwS7iZzqzQTnfq14k2,"Johanna Kustannus Oy",8B,FIJKP8400001
86,"Elämän Nälkä","Pave Maijanen",41,124,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Maailman Tuulet",1987-00-00,04:11,48,71,1,0,14,0,10,-7,A minor,4,2025-08-31,2kyKeVlTTWNZ4VLnAgbAgm,"OY EMI Finland AB",8A,FIEFP8700034
87,"Vanha holvikirkko","Eero Raittinen",35,102,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","20 Suosikkia / Vanha holvikirkko",1996-00-00,02:39,42,39,91,72,70,0,10,-11,D,4,2025-08-31,4mEsGGCh79gtDtd5dwIyI7,"WEA",10B,FIFDP6800600
88,"Ruoste","CMX",40,126,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Aura",1994-01-01,04:01,40,42,21,4,9,0,10,-10,G,4,2025-08-31,4KIDUszf5rbKW137JVK82M,"HERODES",9B,FIEFH9400004
89,"Paskana","Sara Siipola",41,91,"finnish pop, finnish hip hop, iskelmä","Hip Hop, Pop, Traditional Music","Paskana",2024-01-14,03:04,60,71,5,0,75,0,10,-3,F minor,4,2025-08-31,2fLgdHBISoiNXuvXW4LjnM,"Sony Music Entertainment Finland",4A,FIBAR2300635
