#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
1,"Come On Eileen","Dexys Midnight Runners",77,107,"","","Too Rye Ay",1982-07-22,04:47,45,66,66,0,78,0,20,-7,D,4,2025-01-15,3MrWxJaD2AT0W9DjWF64Vm,"Mercury Nashville",10B,GBF088200006
2,"Go West - 2003 Remaster","Pet Shop Boys",66,121,"synthpop, new wave","Pop, Rock, Electronic","PopArt: The Hits",2003-00-00,05:04,54,95,2,0,44,0,30,-6,G,4,2025-01-15,5Klo65Y9uouLjNVDV3pqh7,"Parlophone UK",9B,GBCEW0300002
3,"Dressed For Success","Roxette",0,120,"swedish pop","Pop","Look Sharp! (Extended Version)",1988-10-21,04:09,74,67,8,0,86,0,10,-5,F,4,2025-01-15,3y8pywLbRGC1x8oCDeTMyL,"WM Sweden",7B,SEAME8878020
4,"Sandstorm","Darude",71,136,"eurodance","Electronic, Pop","Before the Storm, Special Edition",2001-01-01,03:45,53,97,14,99,59,0,0,-8,B minor,4,2025-01-15,6Sy9BUbgFse0n0LPA5lwy5,"16 Inch Records",10A,FISGC9900001
5,"The Middle","Zedd, Maren Morris, Grey",78,107,"edm, country","Country, Electronic","The Middle",2018-01-23,03:04,75,66,17,0,44,0,10,-3,G,4,2025-01-15,09IStsImFySgyp0pIQdqAc,"UMGRI Interscope",9B,USUM71800463
6,"Worth It (feat. Kid Ink)","Fifth Harmony, Kid Ink",77,100,"","","Reflection (Deluxe)",2015-01-30,03:44,88,77,6,0,59,0,10,-4,G#/A♭,4,2025-01-15,41Fflg7qHiVOD6dEPvsCzO,"Syco Music/Epic",4B,USSM11406644
7,"Rockstar","Nickelback",66,144,"post-grunge, rock","Rock","All the Right Reasons (Walmart Exclusive Edition)",2005-09-26,04:12,62,91,5,0,69,0,30,-3,C,4,2025-01-15,3RlsVPIIs5KFhLFhxZ4iDF,"Roadrunner Records",8B,NLA320581343
8,"Coco Jamboo","Mr. President",74,100,"eurodance","Electronic, Pop","We See The Same Sun",1996-05-17,03:38,83,84,8,0,97,0,10,-5,C♯/D♭ minor,4,2025-01-15,5fRvePkRGdpn2nKacG7I6d,"First Class Dancefloor Music",12A,DEBS80500020
9,"Ooh Aah...Just a Little Bit - Motiv8 Radio Edit","Gina G, Motiv8",51,131,"eurodance","Electronic, Pop","Fresh",1997-03-24,03:23,65,94,63,17,94,0,0,-7,C♯/D♭,4,2025-01-15,7kyMLaXepcGHIrsLqoiTB8,"WM UK",3B,GBAHT9600802
10,"Yes sir, alkaa polttaa - Yes Sir, I Can Boogie","Eini",31,124,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","Eini",1978-00-00,04:24,52,59,19,0,59,0,10,-6,B minor,4,2025-01-15,5tvldSnGSBv7mpXilt7fQd,"WM Finland",10A,FIFMF7800009
11,"I'll Take You There","The Staple Singers",62,102,"soul, motown, classic soul","R&B, Pop, Blues","The Very Best Of The Staple Singers",2007-01-01,03:16,85,60,9,0,78,0,0,-8,C,4,2025-01-15,5YLnfy7R2kueN0BRPkjiEG,"Stax",8B,USFI80700331
12,"Common People - Full Length Version","Pulp",67,145,"britpop, madchester","Pop, Rock","Different Class",1995-10-30,05:51,31,80,1,0,57,0,0,-9,C,4,2025-01-15,2fXKyAyPrEa24c6PJyqznF,"Universal-Island Records Ltd.",8B,GBAAN9500078
13,"Sweat (A La La La La Long)","Inner Circle",3,173,"reggae, roots reggae","Reggae","Blazzin' Fire",2010-12-14,03:47,79,73,1,0,94,20,10,-8,C,4,2025-01-15,1SssFw74DdHVjRa6ADggdD,"DubShot Records/Sound Bwoy Entertainment",8B,USA2P1004785
14,"Creep","Radiohead",5,92,"art rock, alternative rock","Rock","Pablo Honey",1993-02-22,03:58,52,43,1,0,10,0,10,-10,G,4,2025-01-15,6b2oQwSGFkzsMtQruIWm2p,"XL Recordings",9B,GBAYE9200070
15,"What Can I Do","The Corrs, Tin Tin Out",59,78,"celtic rock","Rock","Talk on Corners",1998-10-17,04:19,63,52,34,0,69,0,10,-8,A,4,2025-01-15,4rvT5iZVOCJeXZrDvy6JFK,"Atlantic Records",11B,USAT29800219
16,"Ayo Technology","Milow",0,128,"","","Milow",2009-04-23,03:33,78,66,64,0,78,0,10,-8,B minor,4,2025-01-15,0Pvo0X51jIUXjC6tH4OO36,"Play on",10A,BEA890800003
17,"Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams)","C & C Music Factory, Freedom Williams",62,114,"hip house","Electronic, Hip Hop","Gonna Make You Sweat",1990-12-18,04:03,56,74,0,42,80,0,10,-11,F#/G♭,4,2025-01-15,36rXHqN7D1ETFhyKXXKs4w,"Columbia",2B,USSM19000533
18,"Juppihippipunkkari","Neljä Ruusua",43,110,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Haloo",1992-01-01,03:19,57,86,0,0,60,0,30,-10,C♯/D♭ minor,4,2025-01-15,6a8aig0BQiwfnNaw6C5A6a,"Parlophone",12A,FIEFP9200029
19,"Watermelon Sugar","Harry Styles",82,95,"","","Fine Line",2019-12-13,02:53,55,82,12,0,56,0,30,-4,C,4,2025-01-15,6UelLqGlWMcVH1E5c4H7lY,"Columbia",8B,USSM11912587
20,"Let's Dance","Chris Montez",49,76,"","","The Hits",1962-01-01,02:29,75,83,21,0,94,10,0,-6,C♯/D♭,4,2025-01-15,2Qm5DrmotzWvqNM3JlcQYo,"Monogram Records",3B,NLG620401490
21,"Dynamite","BTS",79,114,"k-pop","Pop","BE",2020-11-20,03:19,75,77,1,0,74,10,0,-4,F#/G♭ minor,4,2025-01-15,5QDLhrAOJJdNAmCTJ8xMyW,"BIGHIT MUSIC",11A,QM7282022872
22,"Hold My Hand","Jess Glynne",66,123,"","","I Cry When I Laugh",2015-00-00,03:47,65,82,0,0,43,0,0,-6,C,4,2025-01-15,1eOJAiCKFuMda0fPRvjcuc,"Atlantic Records UK",8B,GBAHS1500049
23,"Suklaasydän - Mama's Pearls","Brita Koivunen",21,179,"iskelmä","Traditional Music","Brita Koivunen ja Olli Hämeen kvintetti",1957-00-00,02:29,49,21,65,0,79,0,0,-14,G,4,2025-01-15,4q5ALFIbrkLni1fM3j5ioA,"WM Finland",9B,FIFSC5600900
24,"Centuries","Fall Out Boy",81,176,"emo, pop punk","Rock, Pop","American Beauty/American Psycho",2015-01-16,03:48,39,86,0,0,56,0,10,-3,E minor,4,2025-01-15,04aAxqtGp5pv12UXAg4pkq,"Island Records",9A,USUM71412644
25,"Absolutely Everybody","Vanessa Amorosi",52,123,"","","The Power (15 Year Anniversary Re-issue)",2000-04-03,03:44,67,96,29,0,86,0,10,-5,C♯/D♭,4,2025-01-15,0DaOFUhUEc416QdUaW9paE,"CBK Productions",3B,AUV401421248
26,"I'm Outta Love - Radio Edit","Anastacia",69,119,"","","Pieces Of A Dream",1999-00-00,04:05,76,72,40,0,65,0,0,-6,A#/B♭ minor,4,2025-01-15,583xVl0Sbj93uU4ceixgU8,"Epic",3A,USSM19925562
27,"Sweet but Psycho","Ava Max",6,133,"","","Sweet but Psycho",2018-08-17,03:07,72,70,7,0,63,0,10,-5,C♯/D♭,4,2025-01-15,25sgk305KZfyuqVBQIahim,"Atlantic Records",3B,USAT21802011
28,"Don't Worry Be Happy","Bobby McFerrin",68,69,"","","Simple Pleasures",1988-01-01,04:54,68,17,88,0,75,10,0,-23,B,4,2025-01-15,4hObp5bmIJ3PP3cKA9K9GY,"Parlophone Catalogue",1B,USEM38800361
29,"Mikä kesä?","Valvomo",33,120,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Mikä kesä? / Single",2006-01-01,03:33,84,79,12,0,97,0,20,-6,A#/B♭,4,2025-01-15,5YPAzeuFqsK3w0MMZotPKl,"Universal Music Oy",6B,FIUM70600084
30,"Heartbreaker","Dionne Warwick",59,101,"","","Heartbreaker",1982-00-00,04:18,67,51,9,0,80,0,10,-14,C♯/D♭ minor,4,2025-01-15,3iMLRCGHLQ135LtMjKLkO8,"Legacy Recordings",12A,USAR18200009
31,"Vapaa","Kaija Koo",42,140,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Irti",2010-11-17,04:09,54,84,6,0,64,0,10,-4,A#/B♭ minor,4,2025-01-15,1zmkspvQHwlpNMGC4WmwCh,"Päijät-Hämeen Sorto ja Riisto",3A,FIAPU1000027
32,"Whiskey in the Jar","The Dubliners",54,108,"celtic, celtic rock, sea shanties, celtic punk, folk","Folk, Traditional Music, Rock","The Best Of The Dubliners",2002-00-00,02:58,55,83,80,15,66,0,30,-5,C,4,2025-01-15,1UzofFX5AkfTDnwjcBkM4J,"Epic/Legacy",8B,USSM10113823
33,"Glory of Love","Peter Cetera",75,145,"soft rock","Rock","Solitude / Solitaire",1986-00-00,04:18,52,61,8,0,33,0,20,-8,F,4,2025-01-15,1eyq8cjUQ2daFthW2PC2GM,"Rhino/Warner Records",7B,USWB10000619
34,"Jäätelökesä","Maarit",26,106,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Siivet saan",1978-00-00,03:35,67,63,40,0,66,0,0,-8,F,4,2025-01-15,0EDEqLUMslZm6k7ZYiRGpr,"WEA",7B,FIFMF7800001
35,"Striptease tanssija","Kaseva",39,131,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Silloin kun",2002-01-01,02:32,68,51,29,0,84,0,10,-9,C,4,2025-01-15,1d8oE2UouwTNZ0AYcnpwqQ,"Siboney Oy",8B,FISBA7400092
36,"Walk This Way (feat. Aerosmith)","Run–D.M.C., Aerosmith",65,105,"old school hip hop, east coast hip hop, hip hop, classic rock, rock","Rock, Hip Hop","Raising Hell",1986-05-15,05:10,76,71,2,0,95,0,0,-8,A,4,2025-01-15,6qUEOWqOzu1rLPUPQ1ECpx,"Arista",11B,USAR19900334
37,"Peggy","Samuli Edelmann",38,96,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Pienestä Kii",1991-12-04,03:36,78,48,40,0,94,0,20,-14,A minor,4,2025-01-15,55kwHA4qdGx6xyuWkwcI3f,"RCA Camden",8A,FIFMF9100150
38,"The Final Countdown","Europe",77,118,"glam metal","Metal, Rock","The Final Countdown (Expanded Edition)",1986-00-00,05:10,53,84,6,0,19,0,0,-7,F#/G♭ minor,4,2025-01-15,3MrRksHupTVEQ7YbA0FsZK,"Portrait/Epic/Legacy",11A,USSM18600196
39,"Pohjois-Karjala","Leevi and the leavings",45,137,"iskelmä, finnish rock, finnish pop","Pop, Rock, Traditional Music","Menestyksen salaisuus",1992-01-01,04:54,78,69,24,0,98,0,0,-12,A,4,2025-01-15,4Il5D5QEz5nwYObTTq2Zmx,"Johanna Kustannus Oy",11B,FIJKA9202212
40,"Cold Heart - PNAU Remix","Elton John, Dua Lipa, PNAU",81,116,"pop","Pop","Cold Heart (PNAU Remix)",2021-08-13,03:22,80,80,3,0,94,0,10,-6,C♯/D♭,4,2025-01-15,6zSpb8dQRaw0M1dK8PBwQz,"EMI",3B,GBUM72104705
41,"Brimful of Asha","Cornershop",0,110,"britpop","Pop, Rock","Brimful of Asha",1997-08-18,04:07,83,83,39,0,92,0,0,-6,A,4,2025-01-15,3Zh5cecN8TqelTN30SJUww,"Wiiija",11B,GBBKT9700052
42,"I'll Stand by You","Pretenders",74,134,"","","Last of the Independents",1994-06-01,04:00,44,61,30,0,27,0,0,-7,G,4,2025-01-15,3Nf8oGn1okobzjDcFCvT6n,"Rhino/Warner Records",9B,GBAHT9403736
43,"Beds Are Burning - Remastered","Midnight Oil",74,119,"surf rock","Rock","Diesel And Dust",1987-10-02,04:15,75,43,1,0,30,0,0,-11,C,4,2025-01-15,1CtAzw53AIXKjAemxy4b1j,"Columbia",8B,AUBM00700707
44,"Move Your Feet","Junior Senior",71,119,"","","D-D-Don't Don't Stop The Beat",2002-04-03,03:01,75,90,5,11,85,0,20,-3,A,4,2025-01-15,4DX82Vc8qAH4jJPvKxvwg6,"Crunchy Frog",11B,DKMFA0300203
45,"What A Man","Linda Lyndell",54,174,"classic soul, northern soul, motown","R&B, Pop","The Complete Stax / Volt Soul Singles, Vol. 2: 1968-1971",1993-09-30,02:40,58,71,36,8,90,0,20,-8,G,4,2025-01-15,7dwJqwTXDtsrX1QLqb0o96,"Stax",9B,USFI86800061
46,"Ihmisten edessä","Jenni Vartiainen",51,123,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Ihmisten edessä",2007-09-05,03:32,68,80,2,0,72,0,10,-5,C♯/D♭ minor,4,2025-01-15,78jY6qGQtZAM7E5W7APoNg,"WEA",12A,FIWMA0700750
47,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version","Pink Floyd",6,104,"progressive rock, psychedelic rock, classic rock, art rock, rock","Rock","The Wall (Remastered)",1979-11-30,03:48,69,35,7,0,75,0,50,-18,C,4,2025-01-15,7rPzEczIS574IgPaiPieS3,"Pink Floyd Records",8B,GBN9Y1100099
48,"Pop-Musiikkia","Nelja Baritonia",36,132,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Poko 30v.",2007-01-01,04:05,57,94,0,0,58,0,20,-6,B,4,2025-01-15,6okGQwzhImitfgqIFF919x,"POKO",1B,FIUNP9700148
49,"Tästä Asti Aikaa","Kolmas Nainen",44,88,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Hyvää ja kaunista",1990-01-01,03:56,48,83,0,0,43,0,10,-3,G,4,2025-01-15,2fRlviN4vuf2fehVqOoccC,"Universal Music Oy",9B,FIPST9000101
50,"Kids","MGMT",81,123,"indie","Pop, Rock","Oracular Spectacular",2007-12-14,05:02,45,93,0,0,17,0,30,-4,A,4,2025-01-15,1jJci4qxiYcOHhQR247rEU,"Red Ink/Columbia",11B,USSM10702135
51,"When All The Saints Come Marching In (Take 1)","Paramount Jubilee Singers",30,83,"","","Paramount Jubilee Singers & Taskiana Four (1923-1928)",2005-06-28,03:01,48,25,100,0,44,0,20,-15,F,4,2025-01-15,77Nw4E8ji9K2vG23rQikBc,"Document Records",7B,USA560565096
52,"Cicciolina","Erika Vikman",35,131,"finnish pop, iskelmä","Pop, Traditional Music","Cicciolina",2020-01-27,02:58,66,92,18,0,81,0,60,-4,B minor,4,2025-01-15,1BrCg5ZARTc16Y8jg8yZvg,"WM Finland",10A,FIWMA2000012
53,"Jubel - Radio Edit","Klingande",49,125,"tropical house, deep house","Electronic","Jubel (Radio Edit)",2013-11-01,03:21,69,52,65,6,10,0,10,-7,C,4,2025-01-15,0D2VYiRlBv43asKUgieZaM,"Jive Epic",8B,FR9W11310765
54,"Summer Of '69","Bryan Adams",82,139,"","","Reckless (30th Anniversary / Deluxe Edition)",1984-11-05,03:36,51,83,2,0,77,0,0,-6,D,4,2025-01-15,0GONea6G2XdnHWjNZd6zt3,"A&M",10B,USAM18490006
55,"Let's Stay Together","Al Green",78,102,"soul, classic soul, motown, soul blues","R&B, Pop, Blues","Let's Stay Together",1972-00-00,03:19,76,40,58,1,51,0,0,-11,G minor,4,2025-01-15,63xdwScd1Ai1GigAwQxE8y,"Fat Possum",6A,US2HK0913701
56,"Pokka","Irina",42,146,"finnish pop, finnish rock, iskelmä","Pop, Rock, Traditional Music","Liiba Laaba",2007-01-01,04:11,50,86,0,0,57,0,10,-5,A minor,4,2025-01-15,17QAMdhDeJN1s36OjtaI5w,"CAPITOL",8A,FIEFE0700063
57,"Rakastuin mä looseriin","Nylon Beat",47,189,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Nylon Beat",1996-03-18,04:17,60,71,3,26,54,10,30,-8,C,4,2025-01-15,7o5AtfoidPNmRZuMpTQzCp,"RCA Records Label",8B,FIMTA9600001
58,"Roy Orbison","STIG",35,163,"finnish pop, finnish hip hop, iskelmä, finnish rock","Hip Hop, Pop, Rock, Traditional Music","Roy Orbison",2014-10-31,03:32,59,87,2,0,72,0,30,-5,G minor,4,2025-01-15,0RsDZ67c93b1ynm5tjngZJ,"WM Finland",6A,FIWMA1400356
59,"Always On Time","Ja Rule, Ashanti",4,97,"east coast hip hop, r&b","Hip Hop, R&B","Pain Is Love",2001-01-01,04:05,84,71,21,0,84,20,20,-6,F minor,4,2025-01-15,4hrae8atte6cRlSC9a7VCO,"RAL (Rush Associated Label)",4A,USDJ20110760
60,"Renegades","X Ambassadors",76,90,"","","VHS",2015-06-30,03:15,53,86,1,6,53,0,20,-6,D,4,2025-01-15,0fYVliAYKHuPmECRs1pbRf,"Kid Ina Korner / Interscope",10B,USUM71502643
61,"I Love to Love","Tina Charles",59,99,"disco","Pop","I Love To Love - The Best Of",1997-06-06,03:03,68,70,14,0,96,0,50,-9,A,4,2025-01-15,5jWI1xNxABzDRFTnD2yp8L,"Columbia",11B,GBBBN7500001
62,"Everybody's Talkin' - From  Midnight Cowboy ","Harry Nilsson",66,125,"baroque pop, singer-songwriter","Classical, Pop, Folk","Aerial Ballet",1968-07-01,02:44,44,35,34,0,68,0,40,-16,E,4,2025-01-15,1jcPcDu2YawPfLhwjYnqK2,"RCA/Legacy",12B,USRC19901102
63,"Everybody Wants To Rule The World","Tears For Fears",53,112,"new wave, synthpop","Pop, Rock, Electronic","Songs From The Big Chair",1985-02-25,04:11,64,81,36,0,55,0,10,-11,G,4,2025-01-15,2GOGDZ9wAJbmznIstAxiU4,"UMC (Universal Music Catalogue)",9B,GBF088590110
64,"We're Not Gonna Take It","Twisted Sister",10,149,"glam metal, glam rock","Metal, Rock","Stay Hungry",1984-05-10,03:39,50,92,1,0,92,0,10,-6,E,4,2025-01-15,1hlveB9M6ijHZRbzZ2teyh,"Rhino Atlantic",12B,USAT20000548
65,"See You Again (feat. Charlie Puth)","Wiz Khalifa, Charlie Puth",83,80,"rap, soft pop, pop","Pop, Hip Hop","See You Again (feat. Charlie Puth)",2015-00-00,03:49,69,48,37,0,28,0,0,-8,A#/B♭,4,2025-01-15,2JzZzZUQj3Qff7wapcbKjc,"Atlantic Records",6B,USAT21703595
66,"Hollywood Hills","Sunrise Avenue",50,138,"finnish pop","Pop","Out Of Style (Special Edition)",2011-01-01,03:30,53,75,1,1,36,0,10,-6,C,4,2025-01-15,3uht5bVvbiE54iQwtrab1e,"Universal Music Oy",8B,FIC051100001
67,"Suomirokkia","Aknestik",40,128,"finnish rock, finnish pop, iskelmä","Pop, Rock, Traditional Music","Sata Vuotta Kaivossa",2006-01-01,03:47,48,74,0,0,36,0,0,-5,F,4,2025-01-15,4viYB9w1zjfrA1Rr8u06QN,"POKO",7B,FIUNP9800011
68,"Kemiaa","Neon 2",32,102,"finnish pop, iskelmä, finnish rock","Pop, Rock, Traditional Music","Polku",1992-12-14,04:23,72,75,30,0,80,0,20,-7,D,4,2025-01-15,1vNxKNOnFnk1bYdenmA58t,"Columbia",10B,FISMC9200402
69,"Black Diamond","Stratovarius",56,150,"power metal, symphonic metal, speed metal, metal, progressive metal, heavy metal","Metal","Visions",1997-08-29,05:40,39,99,0,34,37,0,0,-7,C♯/D♭ minor,4,2025-01-15,1EoN7hqAsyuTUrBjJPzWJF,"earMUSIC",12A,DEA249700002
70,"Invisible Touch","Genesis",0,131,"progressive rock, art rock","Rock","The Platinum Collection",2004-11-29,03:28,68,93,25,0,85,0,10,-3,C,4,2025-01-15,7bkjJHsfX2rebJ3KZLegGt,"Virgin Catalogue",8B,GBAAA8600050
71,"Take Me To Church","Hozier",57,129,"","","Hozier (Special Edition)",2014-09-19,04:01,57,66,64,0,44,0,10,-5,E minor,4,2025-01-15,70LrxJ5u19umvrXbC19g20,"Universal-Island Records Ltd.",9A,IEACJ1300031
72,"Wake Me Up","Avicii",85,124,"edm","Electronic","True",2013-09-16,04:07,53,78,0,0,64,0,10,-6,D,4,2025-01-15,0nrRP2bk19rLc0orkWPQk2,"Pophouse Entertainment Group",10B,SEUM71301326
73,"Running Up That Hill (A Deal With God)","Kate Bush",8,108,"art pop, baroque pop, art rock","Pop, Rock, Classical","Hounds Of Love",1985-00-00,04:58,63,55,72,0,20,0,0,-13,A#/B♭ minor,4,2025-01-15,75FEaRjZTKLhTrFGsfMUXR,"Parlophone UK",3A,GBCNR8500002
74,"Let's Twist Again","Chubby Checker",68,168,"rock and roll","Rock","It's Pony Time/Let's Twist Again",1961-01-01,02:17,60,71,10,0,91,10,0,-6,G#/A♭,4,2025-01-15,1INWPr855fwWdAOeecbu0W,"ABKCO (US)",4B,USA176140170
75,"Thunderstruck","AC/DC",86,134,"rock, hard rock, classic rock, rock and roll","Rock","The Razors Edge",1990-09-24,04:52,50,89,0,1,26,0,20,-5,E,4,2025-01-15,57bgtoPSgt236HzfBOd8kj,"Columbia",12B,AUAP09000014
76,"O Sole Mio","Enrico Caruso",30,84,"opera, canzone napoletana","Traditional Music, Classical","The Gramophone Classics, Vol. 1",2011-10-24,03:32,23,37,99,0,21,0,60,-11,G,4,2025-01-15,78TVWUTtCC4WAhi0SRPxQK,"Uni-folk",9B,ITA731100436
77,"Chasing Highs","ALMA",37,112,"","","Chasing Highs",2017-03-23,03:15,79,78,28,0,52,0,40,-5,D minor,4,2025-01-15,1eUziV5HIH10UsCIEHk1sm,"WM Finland",7A,FIPEB1700041
78,"Bye Bye Baby (Original)","Catcat",0,130,"iskelmä, finnish pop, finnish rock","Pop, Rock, Traditional Music","20 Vuotta - Juhlalevy",2012-09-02,02:58,62,88,3,0,57,0,30,-4,B minor,4,2025-01-15,1pLlXTbpbnSSbw7Mmn4CnU,"Poptori Oy",10A,FIBBA9400007
